Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp,category
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_24.npz,ORFN,10,RDV,84,82,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_25.npz,ORFN,10,RDV,123,110,5,2.6,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_3.npz,ORFN,10,RDV,1053,919,12,11.166666666666666,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_4.npz,ORFN,10,RDV,279,279,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_5.npz,ORFN,10,RDV,471,458,6,2.1666666666666665,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_6.npz,ORFN,10,RDV,486,476,4,2.5,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_7.npz,ORFN,10,RDV,7512,7179,155,2.1483870967741936,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_8.npz,ORFN,10,RDV,198,195,1,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_9.npz,ORFN,10,RDV,588,569,8,2.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_0.npz,gRNA,10,RDV,13,13,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_1.npz,gRNA,10,RDV,6,6,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_10.npz,gRNA,10,RDV,379,286,27,3.4444444444444446,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_11.npz,gRNA,10,RDV,143,127,8,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_12.npz,gRNA,10,RDV,58,50,4,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_13.npz,gRNA,10,RDV,48,36,2,6,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_14.npz,gRNA,10,RDV,874,524,40,8.75,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_15.npz,gRNA,10,RDV,117,94,10,2.3,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_16.npz,gRNA,10,RDV,358,243,27,4.2592592592592595,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_17.npz,gRNA,10,RDV,67,61,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_18.npz,gRNA,10,RDV,24,20,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_19.npz,gRNA,10,RDV,642,413,16,14.3125,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_2.npz,gRNA,10,RDV,52,48,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_20.npz,gRNA,10,RDV,79,71,4,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_21.npz,gRNA,10,RDV,9,9,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_22.npz,gRNA,10,RDV,17,17,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_23.npz,gRNA,10,RDV,30,26,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_24.npz,gRNA,10,RDV,25,25,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_25.npz,gRNA,10,RDV,8,6,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_3.npz,gRNA,10,RDV,45,41,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_4.npz,gRNA,10,RDV,52,44,4,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_5.npz,gRNA,10,RDV,52,40,4,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_6.npz,gRNA,10,RDV,60,56,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_7.npz,gRNA,10,RDV,1095,671,62,6.838709677419355,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_8.npz,gRNA,10,RDV,51,44,3,2.3333333333333335,R5,Low
CoV-FISH-01C_R2_10h_RDV_00013__results_cell_9.npz,gRNA,10,RDV,177,140,14,2.642857142857143,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_0.npz,ORFN,10,RDV,153,145,3,2.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_1.npz,ORFN,10,RDV,123,117,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_10.npz,ORFN,10,RDV,282,263,4,4.75,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_11.npz,ORFN,10,RDV,1200,1045,14,11.071428571428571,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_12.npz,ORFN,10,RDV,924,847,20,3.85,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_13.npz,ORFN,10,RDV,102,96,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_14.npz,ORFN,10,RDV,189,182,3,2.3333333333333335,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_15.npz,ORFN,10,RDV,144,128,6,2.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_16.npz,ORFN,10,RDV,87,79,2,4,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_17.npz,ORFN,10,RDV,147,135,5,2.4,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_18.npz,ORFN,10,RDV,399,377,10,2.2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_19.npz,ORFN,10,RDV,363,333,3,10,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_2.npz,ORFN,10,RDV,186,181,2,2.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_20.npz,ORFN,10,RDV,306,294,6,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_21.npz,ORFN,10,RDV,717,625,11,8.363636363636363,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_22.npz,ORFN,10,RDV,648,565,16,5.1875,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_3.npz,ORFN,10,RDV,288,276,5,2.4,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_4.npz,ORFN,10,RDV,141,135,2,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_5.npz,ORFN,10,RDV,288,276,6,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_6.npz,ORFN,10,RDV,465,434,7,4.428571428571429,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_7.npz,ORFN,10,RDV,282,271,3,3.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_8.npz,ORFN,10,RDV,666,608,17,3.411764705882353,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_9.npz,ORFN,10,RDV,171,158,5,2.6,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_0.npz,gRNA,10,RDV,44,42,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_1.npz,gRNA,10,RDV,52,37,4,3.75,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_10.npz,gRNA,10,RDV,57,43,7,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_11.npz,gRNA,10,RDV,104,92,6,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_12.npz,gRNA,10,RDV,180,135,13,3.4615384615384617,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_13.npz,gRNA,10,RDV,12,12,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_14.npz,gRNA,10,RDV,71,62,4,2.25,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_15.npz,gRNA,10,RDV,61,47,5,2.8,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_16.npz,gRNA,10,RDV,12,12,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_17.npz,gRNA,10,RDV,47,43,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_18.npz,gRNA,10,RDV,140,116,12,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_19.npz,gRNA,10,RDV,41,35,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_2.npz,gRNA,10,RDV,55,47,4,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_20.npz,gRNA,10,RDV,26,21,2,2.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_21.npz,gRNA,10,RDV,82,71,5,2.2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_22.npz,gRNA,10,RDV,55,49,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_3.npz,gRNA,10,RDV,52,50,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_4.npz,gRNA,10,RDV,18,16,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_5.npz,gRNA,10,RDV,136,117,8,2.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_6.npz,gRNA,10,RDV,87,70,7,2.4285714285714284,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_7.npz,gRNA,10,RDV,56,47,4,2.25,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_8.npz,gRNA,10,RDV,44,37,3,2.3333333333333335,R5,Low
CoV-FISH-01C_R2_10h_RDV_00014__results_cell_9.npz,gRNA,10,RDV,34,32,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_0.npz,ORFN,10,RDV,294,290,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_1.npz,ORFN,10,RDV,2835,2715,40,3,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_10.npz,ORFN,10,RDV,369,343,4,6.5,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_11.npz,ORFN,10,RDV,2268,2157,34,3.264705882352941,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_12.npz,ORFN,10,RDV,372,347,8,3.125,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_13.npz,ORFN,10,RDV,279,256,7,3.2857142857142856,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_14.npz,ORFN,10,RDV,3288,3091,73,2.6986301369863015,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_15.npz,ORFN,10,RDV,267,257,5,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_16.npz,ORFN,10,RDV,33,31,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_17.npz,ORFN,10,RDV,2112,2024,40,2.2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_18.npz,ORFN,10,RDV,420,401,9,2.111111111111111,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_19.npz,ORFN,10,RDV,213,188,8,3.125,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_2.npz,ORFN,10,RDV,2616,2546,35,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_20.npz,ORFN,10,RDV,1686,1581,37,2.8378378378378377,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_21.npz,ORFN,10,RDV,162,153,4,2.25,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_22.npz,ORFN,10,RDV,15,15,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_23.npz,ORFN,10,RDV,129,127,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_24.npz,ORFN,10,RDV,120,118,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_25.npz,ORFN,10,RDV,96,87,4,2.25,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_26.npz,ORFN,10,RDV,120,108,4,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_3.npz,ORFN,10,RDV,2709,2621,43,2.046511627906977,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_4.npz,ORFN,10,RDV,534,506,3,9.333333333333334,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_5.npz,ORFN,10,RDV,168,160,3,2.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_6.npz,ORFN,10,RDV,537,462,8,9.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_7.npz,ORFN,10,RDV,429,421,4,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_8.npz,ORFN,10,RDV,219,213,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_9.npz,ORFN,10,RDV,375,348,7,3.857142857142857,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_0.npz,gRNA,10,RDV,64,53,5,2.2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_1.npz,gRNA,10,RDV,313,213,27,3.7037037037037037,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_10.npz,gRNA,10,RDV,24,22,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_11.npz,gRNA,10,RDV,476,355,27,4.481481481481482,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_12.npz,gRNA,10,RDV,57,57,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_13.npz,gRNA,10,RDV,58,56,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_14.npz,gRNA,10,RDV,412,275,31,4.419354838709677,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_15.npz,gRNA,10,RDV,91,72,6,3.1666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_16.npz,gRNA,10,RDV,63,42,8,2.625,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_17.npz,gRNA,10,RDV,197,144,15,3.533333333333333,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_18.npz,gRNA,10,RDV,40,34,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_19.npz,gRNA,10,RDV,27,27,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_2.npz,gRNA,10,RDV,233,189,13,3.3846153846153846,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_20.npz,gRNA,10,RDV,148,105,6,7.166666666666667,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_21.npz,gRNA,10,RDV,51,49,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_22.npz,gRNA,10,RDV,4,4,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_23.npz,gRNA,10,RDV,54,48,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_24.npz,gRNA,10,RDV,37,35,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_25.npz,gRNA,10,RDV,34,28,2,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_26.npz,gRNA,10,RDV,17,17,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_3.npz,gRNA,10,RDV,231,183,15,3.2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_4.npz,gRNA,10,RDV,53,47,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_5.npz,gRNA,10,RDV,11,11,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_6.npz,gRNA,10,RDV,26,24,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_7.npz,gRNA,10,RDV,46,43,1,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_8.npz,gRNA,10,RDV,24,22,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00015__results_cell_9.npz,gRNA,10,RDV,42,40,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_0.npz,ORFN,10,RDV,222,212,5,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_1.npz,ORFN,10,RDV,105,103,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_10.npz,ORFN,10,RDV,213,204,2,4.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_11.npz,ORFN,10,RDV,45,43,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_12.npz,ORFN,10,RDV,273,259,7,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_13.npz,ORFN,10,RDV,516,488,14,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_14.npz,ORFN,10,RDV,480,423,10,5.7,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_15.npz,ORFN,10,RDV,561,521,15,2.6666666666666665,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_16.npz,ORFN,10,RDV,690,655,13,2.6923076923076925,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_17.npz,ORFN,10,RDV,1386,1291,45,2.111111111111111,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_18.npz,ORFN,10,RDV,363,341,6,3.6666666666666665,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_19.npz,ORFN,10,RDV,264,247,7,2.4285714285714284,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_2.npz,ORFN,10,RDV,228,216,6,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_20.npz,ORFN,10,RDV,381,359,9,2.4444444444444446,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_21.npz,ORFN,10,RDV,69,64,2,2.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_22.npz,ORFN,10,RDV,1641,1532,37,2.945945945945946,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_23.npz,ORFN,10,RDV,2364,2166,72,2.75,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_24.npz,ORFN,10,RDV,876,798,14,5.571428571428571,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_25.npz,ORFN,10,RDV,453,394,8,7.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_26.npz,ORFN,10,RDV,351,318,10,3.3,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_27.npz,ORFN,10,RDV,402,370,11,2.909090909090909,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_28.npz,ORFN,10,RDV,288,282,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_29.npz,ORFN,10,RDV,321,306,7,2.142857142857143,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_3.npz,ORFN,10,RDV,243,239,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_30.npz,ORFN,10,RDV,3,3,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_4.npz,ORFN,10,RDV,210,204,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_5.npz,ORFN,10,RDV,603,546,7,8.142857142857142,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_6.npz,ORFN,10,RDV,183,183,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_7.npz,ORFN,10,RDV,363,347,8,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_8.npz,ORFN,10,RDV,375,360,7,2.142857142857143,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_9.npz,ORFN,10,RDV,225,219,2,3,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_0.npz,gRNA,10,RDV,37,35,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_1.npz,gRNA,10,RDV,40,38,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_10.npz,gRNA,10,RDV,12,12,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_11.npz,gRNA,10,RDV,13,13,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_12.npz,gRNA,10,RDV,33,29,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_13.npz,gRNA,10,RDV,48,41,3,2.3333333333333335,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_14.npz,gRNA,10,RDV,11,11,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_15.npz,gRNA,10,RDV,75,47,8,3.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_16.npz,gRNA,10,RDV,184,165,8,2.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_17.npz,gRNA,10,RDV,74,70,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_18.npz,gRNA,10,RDV,65,59,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_19.npz,gRNA,10,RDV,71,55,6,2.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_2.npz,gRNA,10,RDV,51,45,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_20.npz,gRNA,10,RDV,86,72,6,2.3333333333333335,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_21.npz,gRNA,10,RDV,20,20,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_22.npz,gRNA,10,RDV,395,238,22,7.136363636363637,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_23.npz,gRNA,10,RDV,451,289,28,5.785714285714286,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_24.npz,gRNA,10,RDV,121,105,7,2.2857142857142856,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_25.npz,gRNA,10,RDV,8,8,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_26.npz,gRNA,10,RDV,91,81,5,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_27.npz,gRNA,10,RDV,53,45,4,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_28.npz,gRNA,10,RDV,52,46,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_29.npz,gRNA,10,RDV,128,116,5,2.4,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_3.npz,gRNA,10,RDV,59,53,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_30.npz,gRNA,10,RDV,2,2,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_4.npz,gRNA,10,RDV,34,32,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_5.npz,gRNA,10,RDV,63,51,5,2.4,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_6.npz,gRNA,10,RDV,7,7,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_7.npz,gRNA,10,RDV,38,38,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_8.npz,gRNA,10,RDV,45,41,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00016__results_cell_9.npz,gRNA,10,RDV,71,60,5,2.2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_0.npz,ORFN,10,RDV,162,143,4,4.75,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_1.npz,ORFN,10,RDV,114,109,2,2.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_10.npz,ORFN,10,RDV,228,224,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_11.npz,ORFN,10,RDV,681,649,14,2.2857142857142856,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_12.npz,ORFN,10,RDV,345,314,11,2.8181818181818183,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_13.npz,ORFN,10,RDV,96,96,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_14.npz,ORFN,10,RDV,591,512,14,5.642857142857143,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_15.npz,ORFN,10,RDV,87,82,2,2.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_16.npz,ORFN,10,RDV,129,127,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_17.npz,ORFN,10,RDV,183,173,5,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_18.npz,ORFN,10,RDV,144,133,2,5.5,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_2.npz,ORFN,10,RDV,207,196,4,2.75,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_3.npz,ORFN,10,RDV,567,555,6,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_4.npz,ORFN,10,RDV,183,173,1,10,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_5.npz,ORFN,10,RDV,423,421,1,2,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_6.npz,ORFN,10,RDV,126,124,1,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_7.npz,ORFN,10,RDV,2193,1873,5,64,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_8.npz,ORFN,10,RDV,561,518,8,5.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_9.npz,ORFN,10,RDV,459,424,8,4.375,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_0.npz,gRNA,10,RDV,116,71,6,7.5,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_1.npz,gRNA,10,RDV,60,49,4,2.75,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_10.npz,gRNA,10,RDV,59,53,3,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_11.npz,gRNA,10,RDV,57,57,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_12.npz,gRNA,10,RDV,426,263,44,3.7045454545454546,R5,Mid
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_13.npz,gRNA,10,RDV,19,19,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_14.npz,gRNA,10,RDV,52,48,2,2,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_15.npz,gRNA,10,RDV,21,21,0,0,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_16.npz,gRNA,10,RDV,50,42,3,2.6666666666666665,R5,Low
CoV-FISH-01C_R2_10h_RDV_00017__results_cell_17.npz,gRNA,10,RDV,64,59,1,5,R5,Low
