Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_28.npz,gRNA,10,RDV,856,92,5,152.8,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_29.npz,gRNA,10,RDV,1004,31,4,243.25,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_3.npz,gRNA,10,RDV,446,33,4,103.25,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_30.npz,gRNA,10,RDV,1097,115,12,81.83333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_31.npz,gRNA,10,RDV,666,44,3,207.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_32.npz,gRNA,10,RDV,1287,89,12,99.83333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_33.npz,gRNA,10,RDV,401,18,2,191.5,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_34.npz,gRNA,10,RDV,5445,246,38,136.81578947368422,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_4.npz,gRNA,10,RDV,1415,86,8,166.125,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_5.npz,gRNA,10,RDV,157,43,1,114,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_6.npz,gRNA,10,RDV,1142,133,8,126.125,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_7.npz,gRNA,10,RDV,30,30,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_8.npz,gRNA,10,RDV,1373,96,8,159.625,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_9.npz,gRNA,10,RDV,81,10,1,71,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_0.npz,ORFN,10,RDV,11,11,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_1.npz,ORFN,10,RDV,372,24,1,348,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_10.npz,ORFN,10,RDV,300,36,1,264,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_11.npz,ORFN,10,RDV,1264,84,6,196.66666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_12.npz,ORFN,10,RDV,1,1,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_13.npz,ORFN,10,RDV,329,31,3,99.33333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_14.npz,ORFN,10,RDV,2099,92,6,334.5,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_15.npz,ORFN,10,RDV,534,46,3,162.66666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_16.npz,ORFN,10,RDV,14,14,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_17.npz,ORFN,10,RDV,1054,82,8,121.5,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_18.npz,ORFN,10,RDV,492,102,6,65,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_19.npz,ORFN,10,RDV,483,48,4,108.75,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_2.npz,ORFN,10,RDV,554,43,3,170.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_20.npz,ORFN,10,RDV,228,26,1,202,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_21.npz,ORFN,10,RDV,5329,318,19,263.7368421052632,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_22.npz,ORFN,10,RDV,28,28,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_23.npz,ORFN,10,RDV,614,61,4,138.25,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_24.npz,ORFN,10,RDV,708,117,7,84.42857142857143,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_25.npz,ORFN,10,RDV,1921,66,5,371,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_26.npz,ORFN,10,RDV,4347,311,29,139.17241379310346,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_27.npz,ORFN,10,RDV,309,43,1,266,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_28.npz,ORFN,10,RDV,1878,152,11,156.9090909090909,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_29.npz,ORFN,10,RDV,1807,29,6,296.3333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_3.npz,ORFN,10,RDV,269,30,1,239,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_30.npz,ORFN,10,RDV,593,109,11,44,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_31.npz,ORFN,10,RDV,899,43,5,171.2,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_32.npz,ORFN,10,RDV,5154,198,20,247.8,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_33.npz,ORFN,10,RDV,905,45,4,215,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_34.npz,ORFN,10,RDV,29871,1442,149,190.7986577181208,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_4.npz,ORFN,10,RDV,389,54,2,167.5,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_5.npz,ORFN,10,RDV,19,19,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_6.npz,ORFN,10,RDV,330,29,1,301,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_7.npz,ORFN,10,RDV,14,14,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_8.npz,ORFN,10,RDV,888,37,4,212.75,R4
CoV-FISH-01C_R1_10h_RDV_00012_cleared__results_cell_9.npz,ORFN,10,RDV,30,30,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_0.npz,gRNA,10,RDV,2400,185,20,110.75,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_1.npz,gRNA,10,RDV,538,83,5,91,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_10.npz,gRNA,10,RDV,247,58,2,94.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_11.npz,gRNA,10,RDV,648,115,6,88.83333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_12.npz,gRNA,10,RDV,840,103,6,122.83333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_13.npz,gRNA,10,RDV,1344,207,13,87.46153846153847,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_14.npz,gRNA,10,RDV,308,53,3,85,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_15.npz,gRNA,10,RDV,533,48,4,121.25,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_16.npz,gRNA,10,RDV,537,56,4,120.25,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_17.npz,gRNA,10,RDV,867,119,8,93.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_18.npz,gRNA,10,RDV,144,34,1,110,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_19.npz,gRNA,10,RDV,744,22,4,180.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_2.npz,gRNA,10,RDV,471,47,3,141.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_3.npz,gRNA,10,RDV,372,53,2,159.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_4.npz,gRNA,10,RDV,758,87,7,95.85714285714286,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_5.npz,gRNA,10,RDV,382,86,4,74,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_6.npz,gRNA,10,RDV,1789,135,20,82.7,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_7.npz,gRNA,10,RDV,1827,126,13,130.84615384615384,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_8.npz,gRNA,10,RDV,281,35,2,123,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_9.npz,gRNA,10,RDV,1115,122,12,82.75,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_0.npz,ORFN,10,RDV,2821,481,19,123.15789473684211,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_1.npz,ORFN,10,RDV,2751,78,10,267.3,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_10.npz,ORFN,10,RDV,1074,74,7,142.85714285714286,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_11.npz,ORFN,10,RDV,2893,145,11,249.8181818181818,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_12.npz,ORFN,10,RDV,22272,701,82,263.0609756097561,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_13.npz,ORFN,10,RDV,905,157,4,187,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_14.npz,ORFN,10,RDV,1433,116,5,263.4,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_15.npz,ORFN,10,RDV,286,28,4,64.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_16.npz,ORFN,10,RDV,523,116,2,203.5,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_17.npz,ORFN,10,RDV,5712,241,26,210.42307692307693,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_18.npz,ORFN,10,RDV,1240,60,4,295,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_19.npz,ORFN,10,RDV,1760,40,4,430,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_2.npz,ORFN,10,RDV,1264,39,4,306.25,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_3.npz,ORFN,10,RDV,2000,93,7,272.42857142857144,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_4.npz,ORFN,10,RDV,1182,70,3,370.6666666666667,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_5.npz,ORFN,10,RDV,1696,90,7,229.42857142857142,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_6.npz,ORFN,10,RDV,3826,414,18,189.55555555555554,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_7.npz,ORFN,10,RDV,6307,223,21,289.7142857142857,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_8.npz,ORFN,10,RDV,2036,98,9,215.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00013__results_cell_9.npz,ORFN,10,RDV,40482,1624,156,249.0897435897436,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_0.npz,gRNA,10,RDV,3,3,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_1.npz,gRNA,10,RDV,103,38,2,32.5,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_10.npz,gRNA,10,RDV,6751,281,37,174.86486486486487,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_11.npz,gRNA,10,RDV,1390,121,10,126.9,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_12.npz,gRNA,10,RDV,1859,127,20,86.6,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_13.npz,gRNA,10,RDV,497,100,3,132.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_14.npz,gRNA,10,RDV,307,79,4,57,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_15.npz,gRNA,10,RDV,168,48,1,120,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_16.npz,gRNA,10,RDV,1208,97,11,101,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_17.npz,gRNA,10,RDV,789,87,5,140.4,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_18.npz,gRNA,10,RDV,132,36,1,96,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_19.npz,gRNA,10,RDV,1005,80,9,102.77777777777777,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_2.npz,gRNA,10,RDV,60,25,1,35,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_20.npz,gRNA,10,RDV,6,6,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_21.npz,gRNA,10,RDV,807,83,10,72.4,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_22.npz,gRNA,10,RDV,8,8,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_3.npz,gRNA,10,RDV,758,53,8,88.125,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_4.npz,gRNA,10,RDV,150,39,2,55.5,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_5.npz,gRNA,10,RDV,47,47,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_6.npz,gRNA,10,RDV,2333,229,26,80.92307692307692,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_7.npz,gRNA,10,RDV,192,32,2,80,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_8.npz,gRNA,10,RDV,1211,195,19,53.473684210526315,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_9.npz,gRNA,10,RDV,823,127,9,77.33333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_0.npz,ORFN,10,RDV,813,21,3,264,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_1.npz,ORFN,10,RDV,174,42,1,132,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_10.npz,ORFN,10,RDV,2477,120,8,294.625,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_11.npz,ORFN,10,RDV,703,113,3,196.66666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_12.npz,ORFN,10,RDV,9788,891,50,177.94,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_13.npz,ORFN,10,RDV,1001,78,3,307.6666666666667,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_14.npz,ORFN,10,RDV,1455,110,6,224.16666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_15.npz,ORFN,10,RDV,519,90,2,214.5,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_16.npz,ORFN,10,RDV,2119,161,15,130.53333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_17.npz,ORFN,10,RDV,5502,181,18,295.6111111111111,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_18.npz,ORFN,10,RDV,1194,84,5,222,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_19.npz,ORFN,10,RDV,3752,123,12,302.4166666666667,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_2.npz,ORFN,10,RDV,346,22,1,324,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_20.npz,ORFN,10,RDV,1803,55,5,349.6,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_21.npz,ORFN,10,RDV,3680,239,20,172.05,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_22.npz,ORFN,10,RDV,137,29,3,36,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_3.npz,ORFN,10,RDV,1064,100,8,120.5,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_4.npz,ORFN,10,RDV,791,74,5,143.4,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_5.npz,ORFN,10,RDV,684,61,5,124.6,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_6.npz,ORFN,10,RDV,8235,438,34,229.3235294117647,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_7.npz,ORFN,10,RDV,30,30,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_8.npz,ORFN,10,RDV,21057,1319,109,181.08256880733944,R4
CoV-FISH-01C_R1_10h_RDV_00014__results_cell_9.npz,ORFN,10,RDV,2279,210,14,147.78571428571428,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_0.npz,gRNA,10,RDV,910,42,5,173.6,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_1.npz,gRNA,10,RDV,6,6,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_10.npz,gRNA,10,RDV,1003,124,8,109.875,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_11.npz,gRNA,10,RDV,1387,133,9,139.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_12.npz,gRNA,10,RDV,840,77,4,190.75,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_13.npz,gRNA,10,RDV,1033,174,8,107.375,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_14.npz,gRNA,10,RDV,1357,137,8,152.5,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_15.npz,gRNA,10,RDV,6,6,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_16.npz,gRNA,10,RDV,2537,158,17,139.94117647058823,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_17.npz,gRNA,10,RDV,295,80,1,215,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_18.npz,gRNA,10,RDV,1821,195,12,135.5,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_2.npz,gRNA,10,RDV,597,91,4,126.5,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_3.npz,gRNA,10,RDV,41,25,1,16,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_4.npz,gRNA,10,RDV,787,49,5,147.6,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_5.npz,gRNA,10,RDV,442,111,6,55.166666666666664,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_6.npz,gRNA,10,RDV,755,110,4,161.25,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_7.npz,gRNA,10,RDV,1492,96,11,126.9090909090909,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_8.npz,gRNA,10,RDV,472,24,4,112,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_9.npz,gRNA,10,RDV,1735,251,13,114.15384615384616,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_0.npz,ORFN,10,RDV,2898,72,8,353.25,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_1.npz,ORFN,10,RDV,6,6,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_10.npz,ORFN,10,RDV,1489,104,4,346.25,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_11.npz,ORFN,10,RDV,3471,151,10,332,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_12.npz,ORFN,10,RDV,2544,53,5,498.2,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_13.npz,ORFN,10,RDV,6175,123,13,465.53846153846155,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_14.npz,ORFN,10,RDV,5440,131,12,442.4166666666667,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_15.npz,ORFN,10,RDV,465,28,3,145.66666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_16.npz,ORFN,10,RDV,6633,164,15,431.26666666666665,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_17.npz,ORFN,10,RDV,5694,207,20,274.35,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_18.npz,ORFN,10,RDV,7083,250,25,273.32,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_2.npz,ORFN,10,RDV,1498,93,5,281,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_3.npz,ORFN,10,RDV,914,37,5,175.4,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_4.npz,ORFN,10,RDV,2038,79,6,326.5,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_5.npz,ORFN,10,RDV,1257,109,11,104.36363636363636,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_6.npz,ORFN,10,RDV,1153,58,2,547.5,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_7.npz,ORFN,10,RDV,1399,105,7,184.85714285714286,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_8.npz,ORFN,10,RDV,2655,53,8,325.25,R4
CoV-FISH-01C_R1_10h_RDV_00015_cleared__results_cell_9.npz,ORFN,10,RDV,6532,179,16,397.0625,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_0.npz,gRNA,10,RDV,451,17,2,217,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_1.npz,gRNA,10,RDV,211,16,1,195,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_10.npz,gRNA,10,RDV,8403,461,54,147.07407407407408,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_11.npz,gRNA,10,RDV,1817,226,12,132.58333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_12.npz,gRNA,10,RDV,2526,176,16,146.875,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_13.npz,gRNA,10,RDV,1939,320,12,134.91666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_14.npz,gRNA,10,RDV,319,35,1,284,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_15.npz,gRNA,10,RDV,1805,416,15,92.6,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_16.npz,gRNA,10,RDV,1817,105,9,190.22222222222223,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_17.npz,gRNA,10,RDV,904,73,6,138.5,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_18.npz,gRNA,10,RDV,1161,327,11,75.81818181818181,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_19.npz,gRNA,10,RDV,1476,196,11,116.36363636363636,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_2.npz,gRNA,10,RDV,242,48,1,194,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_20.npz,gRNA,10,RDV,1676,105,6,261.8333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_21.npz,gRNA,10,RDV,742,142,5,120,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_22.npz,gRNA,10,RDV,939,99,4,210,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_23.npz,gRNA,10,RDV,1596,62,6,255.66666666666666,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_24.npz,gRNA,10,RDV,10,10,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_3.npz,gRNA,10,RDV,312,57,2,127.5,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_4.npz,gRNA,10,RDV,113,18,1,95,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_5.npz,gRNA,10,RDV,177,43,1,134,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_6.npz,gRNA,10,RDV,707,34,3,224.33333333333334,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_7.npz,gRNA,10,RDV,1125,125,7,142.85714285714286,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_8.npz,gRNA,10,RDV,1403,154,10,124.9,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_9.npz,gRNA,10,RDV,1296,123,6,195.5,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_0.npz,ORFN,10,RDV,55,6,1,49,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_1.npz,ORFN,10,RDV,8400,373,19,422.4736842105263,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_10.npz,ORFN,10,RDV,108335,2174,226,469.73893805309734,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_11.npz,ORFN,10,RDV,9310,192,18,506.55555555555554,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_12.npz,ORFN,10,RDV,12860,275,23,547.1739130434783,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_13.npz,ORFN,10,RDV,5243,256,19,262.4736842105263,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_14.npz,ORFN,10,RDV,2329,108,5,444.2,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_15.npz,ORFN,10,RDV,3549,362,27,118.03703703703704,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_16.npz,ORFN,10,RDV,3896,109,9,420.77777777777777,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_17.npz,ORFN,10,RDV,6311,110,11,563.7272727272727,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_18.npz,ORFN,10,RDV,6855,369,25,259.44,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_19.npz,ORFN,10,RDV,4096,150,14,281.85714285714283,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_2.npz,ORFN,10,RDV,69,39,1,30,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_20.npz,ORFN,10,RDV,6370,180,17,364.11764705882354,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_21.npz,ORFN,10,RDV,6593,240,19,334.36842105263156,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_22.npz,ORFN,10,RDV,3877,155,15,248.13333333333333,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_23.npz,ORFN,10,RDV,1137,27,2,555,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_24.npz,ORFN,10,RDV,24,24,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_3.npz,ORFN,10,RDV,1125,37,2,544,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_4.npz,ORFN,10,RDV,828,40,2,394,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_5.npz,ORFN,10,RDV,13,13,0,NA,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_6.npz,ORFN,10,RDV,498,28,2,235,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_7.npz,ORFN,10,RDV,9391,181,17,541.7647058823529,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_8.npz,ORFN,10,RDV,1899,116,6,297.1666666666667,R4
CoV-FISH-01C_R1_10h_RDV_00016_cleared__results_cell_9.npz,ORFN,10,RDV,2029,142,8,235.875,R4
CoV-FISH-01C_R1_10h_RDV_00017__results_cell_0.npz,gRNA,10,RDV,186,12,1,174,R4
CoV-FISH-01C_R1_10h_RDV_00017__results_cell_1.npz,gRNA,10,RDV,2702,224,18,137.66666666666666,R4
