,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
1534,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,72,57,3,5.0
1535,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,97,84,2,6.5
1536,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,99,90,2,4.5
1537,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,149,116,6,5.5
1538,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,68,64,1,4.0
1539,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,265,205,9,6.666666666666667
1540,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_6.npz,ORFN,Victoria,2,Untreated,134,108,5,5.2
1541,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,2,2,0,
1542,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,6,6,0,
1543,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,10,10,0,
1544,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,9,9,0,
1545,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,6,6,0,
1546,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,24,24,0,
1547,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch4_results_cell_6.npz,gRNA,Victoria,2,Untreated,10,10,0,
1548,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,207,161,6,7.666666666666667
1549,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,137,131,1,6.0
1550,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,210,153,6,9.5
1551,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,69,60,2,4.5
1552,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,85,76,1,9.0
1553,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,126,99,3,9.0
1554,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_6.npz,ORFN,Victoria,2,Untreated,133,112,4,5.25
1555,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_7.npz,ORFN,Victoria,2,Untreated,93,67,2,13.0
1556,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_8.npz,ORFN,Victoria,2,Untreated,74,58,2,8.0
1557,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_9.npz,ORFN,Victoria,2,Untreated,131,104,5,5.4
1558,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,38,28,1,10.0
1559,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,5,5,0,
1560,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,21,17,1,4.0
1561,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,5,5,0,
1562,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,3,3,0,
1563,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,28,18,1,10.0
1564,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_6.npz,gRNA,Victoria,2,Untreated,12,12,0,
1565,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_7.npz,gRNA,Victoria,2,Untreated,18,14,1,4.0
1566,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_8.npz,gRNA,Victoria,2,Untreated,24,18,1,6.0
1567,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch4_results_cell_9.npz,gRNA,Victoria,2,Untreated,11,11,0,
1568,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,18,18,0,
1569,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,45,45,0,
1570,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,108,88,4,5.0
1571,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,160,136,5,4.8
1572,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,211,154,10,5.7
1573,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,1,1,0,
1574,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,2,2,0,
1575,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,11,11,0,
1576,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,22,17,1,5.0
1577,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,21,21,0,
1578,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,90,76,3,4.666666666666667
1579,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,672,389,22,12.863636363636363
1580,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,148,132,4,4.0
1581,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,385,279,13,8.153846153846153
1582,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,245,182,10,6.3
1583,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,131,118,2,6.5
1584,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_6.npz,ORFN,Victoria,2,Untreated,161,146,3,5.0
1585,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,7,7,0,
1586,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,257,150,14,7.642857142857143
1587,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,17,17,0,
1588,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,64,43,1,21.0
1589,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,17,17,0,
1590,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,15,15,0,
1591,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch4_results_cell_6.npz,gRNA,Victoria,2,Untreated,20,20,0,
1592,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,199,165,3,11.333333333333334
1593,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,166,125,4,10.25
1594,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,228,178,6,8.333333333333334
1595,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,151,142,2,4.5
1596,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,204,177,6,4.5
1597,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,20,14,1,6.0
1598,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,12,12,0,
1599,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,19,19,0,
1600,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,22,22,0,
1601,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,19,19,0,
1602,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,87,87,0,
1603,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,230,183,8,5.875
1604,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,294,214,14,5.714285714285714
1605,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,174,139,4,8.75
1606,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,106,102,1,4.0
1607,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,186,165,4,5.25
1608,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_6.npz,ORFN,Victoria,2,Untreated,235,191,8,5.5
1609,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_7.npz,ORFN,Victoria,2,Untreated,263,207,7,8.0
1610,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_8.npz,ORFN,Victoria,2,Untreated,163,139,5,4.8
1611,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,3,3,0,
1612,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,24,24,0,
1613,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,42,29,2,6.5
1614,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,21,17,1,4.0
1615,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,6,6,0,
1616,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,21,21,0,
1617,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_6.npz,gRNA,Victoria,2,Untreated,15,15,0,
1618,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_7.npz,gRNA,Victoria,2,Untreated,21,21,0,
1619,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch4_results_cell_8.npz,gRNA,Victoria,2,Untreated,11,11,0,
1620,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,81,77,1,4.0
1621,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,66,66,0,
1622,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,56,47,2,4.5
1623,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,238,161,7,11.0
1624,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,95,78,2,8.5
1625,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,183,133,3,16.666666666666668
1626,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,33,33,0,
1627,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,22,22,0,
1628,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,19,19,0,
1629,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,97,79,4,4.5
1630,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,30,30,0,
1631,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,46,42,1,4.0
1632,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,96,83,2,6.5
1633,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,241,160,7,11.571428571428571
1634,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,115,79,2,18.0
1635,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,158,133,5,5.0
1636,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,28,28,0,
1637,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,42,42,0,
1638,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,8,8,0,
1639,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,79,75,1,4.0
1640,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,209,166,6,7.166666666666667
1641,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,258,165,7,13.285714285714286
1642,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,68,58,2,5.0
1643,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,292,209,9,9.222222222222221
1644,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,75,70,1,5.0
1645,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,105,71,4,8.5
1646,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,29,29,0,
1647,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,138,108,3,10.0
1648,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,222,144,1,78.0
1649,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,164,110,4,13.5
1650,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,90,62,4,7.0
1651,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,96,84,1,12.0
1652,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,195,145,8,6.25
1653,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,41,32,2,4.5
1654,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,55,44,1,11.0
1655,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,43,39,1,4.0
1656,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,33,33,0,
1657,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,81,77,1,4.0
1658,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,86,65,4,5.25
1659,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,116,102,3,4.666666666666667
1660,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,130,103,3,9.0
1661,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,22,22,0,
1662,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,43,39,1,4.0
1663,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,52,43,2,4.5
1664,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,251,205,7,6.571428571428571
1665,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,171,143,4,7.0
1666,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,134,105,4,7.25
1667,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,73,64,2,4.5
1668,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,136,101,5,7.0
1669,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,133,99,6,5.666666666666667
1670,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,89,83,1,6.0
1671,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,89,78,2,5.5
1672,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,36,36,0,
1673,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,23,23,0,
1674,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,48,44,1,4.0
1675,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,33,33,0,
1676,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,50,50,0,
1677,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,137,102,5,7.0
1678,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,37,33,1,4.0
1679,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,187,139,5,9.6
1680,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,107,76,6,5.166666666666667
1681,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,68,57,1,11.0
1682,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_6.npz,ORFN,Victoria,2,Untreated,162,131,4,7.75
1683,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,15,15,0,
1684,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,63,47,3,5.333333333333333
1685,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,48,32,2,8.0
1686,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,246,179,8,8.375
1687,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,30,30,0,
1688,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,62,58,1,4.0
1689,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch4_results_cell_6.npz,gRNA,Victoria,2,Untreated,86,66,3,6.666666666666667
1690,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,150,98,6,8.666666666666666
1691,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,35,30,1,5.0
1692,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,58,50,2,4.0
1693,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,84,79,1,5.0
1694,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,67,62,1,5.0
1695,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,47,34,2,6.5
1696,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,10,10,0,
1697,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,24,24,0,
1698,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,39,39,0,
1699,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,31,31,0,
1700,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,76,57,4,4.75
1701,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,44,35,1,9.0
1702,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,124,100,3,8.0
1703,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,85,69,2,8.0
1704,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_4.npz,ORFN,Victoria,2,Untreated,173,126,4,11.75
1705,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_5.npz,ORFN,Victoria,2,Untreated,88,72,3,5.333333333333333
1706,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,21,21,0,
1707,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,30,30,0,
1708,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,54,43,2,5.5
1709,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,84,59,5,5.0
1710,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_4.npz,gRNA,Victoria,2,Untreated,87,66,3,7.0
1711,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch4_results_cell_5.npz,gRNA,Victoria,2,Untreated,41,37,1,4.0
1712,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,84,76,2,4.0
1713,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,120,100,3,6.666666666666667
1714,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,34,25,2,4.5
1715,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch3_results_cell_3.npz,ORFN,Victoria,2,Untreated,121,92,2,14.5
1716,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch4_results_cell_0.npz,gRNA,Victoria,2,Untreated,45,40,1,5.0
1717,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch4_results_cell_1.npz,gRNA,Victoria,2,Untreated,39,39,0,
1718,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch4_results_cell_2.npz,gRNA,Victoria,2,Untreated,18,14,1,4.0
1719,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch4_results_cell_3.npz,gRNA,Victoria,2,Untreated,33,33,0,
1720,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_0.npz,ORFN,Victoria,2,Untreated,10,10,0,
1721,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_1.npz,ORFN,Victoria,2,Untreated,131,84,2,23.5
1722,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_2.npz,ORFN,Victoria,2,Untreated,37,29,2,4.0
