,file_name,strain,time,treatment,ch3_total_vRNAs,ch3_cytosolic_RNAs,ch3_repSites,ch3_mol_per_repSite,ch4_total_vRNAs,ch4_cytosolic_RNAs,ch4_repSites,ch4_mol_per_repSite
4196,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00002_ch3_results_cell_2.npz,Vic,6,RDV,35571,3409,162,198.5308642,1621,647,25,38.96
3957,CoV-FISH-10_Vero_6h_Vic_INF_R3_00006_ch3_results_cell_5.npz,Vic,6,INF,4049,219,7,547.1428571,1539,244,2,647.5
3034,CoV-FISH-10_Vero_6h_B117_RDV_R3_00003_ch3_results_cell_0.npz,B117,6,RDV,6113,5125,44,22.45454545,1522,1062,28,16.42857143
3946,CoV-FISH-10_Vero_6h_Vic_INF_R3_00005_ch3_results_cell_4.npz,Vic,6,INF,2695,190,6,417.5,1409,115,3,431.3333333
4228,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00004_ch3_results_cell_4.npz,Vic,6,RDV,19186,2775,97,169.185567,1355,679,34,19.88235294
3769,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_1.npz,Vic,6,INF,2865,500,14,168.9285714,1342,217,6,187.5
4187,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00001_ch3_results_cell_5.npz,Vic,6,RDV,12467,3221,49,188.6938776,1324,586,22,33.54545455
3750,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_4.npz,Vic,6,INF,3782,526,5,651.2,1305,284,2,510.5
2526,CoV-FISH-10_Vero_6h_B117_INF_R2_00001_ch3_results_cell_2.npz,B117,6,INF,6837,1295,27,205.2592593,1283,449,7,119.1428571
3030,CoV-FISH-10_Vero_6h_B117_RDV_R3_00002_ch3_results_cell_2.npz,B117,6,RDV,13775,1719,71,169.8028169,1215,598,8,77.125
3833,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_1.npz,Vic,6,INF,6960,772,4,1547,1187,272,1,915
3955,CoV-FISH-10_Vero_6h_Vic_INF_R3_00006_ch3_results_cell_3.npz,Vic,6,INF,174,174,0,,1159,114,2,522.5
3989,CoV-FISH-10_Vero_6h_Vic_INF_R3_00009_ch3_results_cell_5.npz,Vic,6,INF,262,262,0,,1029,156,1,873
4200,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00002_ch3_results_cell_6.npz,Vic,6,RDV,4565,2442,6,353.8333333,994,253,9,82.33333333
2719,CoV-FISH-10_Vero_6h_B117_INF_R3_00010_ch3_results_cell_3.npz,B117,6,INF,8033,651,31,238.1290323,991,323,9,74.22222222
4047,CoV-FISH-10_Vero_6h_Vic_INF_R3_00014_ch3_results_cell_5.npz,Vic,6,INF,2213,303,6,318.3333333,969,379,1,590
2561,CoV-FISH-10_Vero_6h_B117_INF_R2_00006_ch3_results_cell_1.npz,B117,6,INF,1395,234,4,290.25,957,175,4,195.5
2663,CoV-FISH-10_Vero_6h_B117_INF_R3_00005_ch3_results_cell_1.npz,B117,6,INF,3824,1288,17,149.1764706,856,470,5,77.2
4025,CoV-FISH-10_Vero_6h_Vic_INF_R3_00012_ch3_results_cell_3.npz,Vic,6,INF,4124,609,14,251.0714286,850,197,4,163.25
3912,CoV-FISH-10_Vero_6h_Vic_INF_R3_00002_ch3_results_cell_8.npz,Vic,6,INF,539,91,3,149.3333333,841,165,3,225.3333333
2681,CoV-FISH-10_Vero_6h_B117_INF_R3_00007_ch3_results_cell_5.npz,B117,6,INF,12,12,0,,835,44,2,395.5
3874,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_4.npz,Vic,6,INF,81,81,0,,800,55,2,372.5
3942,CoV-FISH-10_Vero_6h_Vic_INF_R3_00005_ch3_results_cell_0.npz,Vic,6,INF,10784,443,23,449.6086957,743,88,2,327.5
3953,CoV-FISH-10_Vero_6h_Vic_INF_R3_00006_ch3_results_cell_1.npz,Vic,6,INF,98,98,0,,738,41,1,697
3882,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_2.npz,Vic,6,INF,90,90,0,,725,66,1,659
3979,CoV-FISH-10_Vero_6h_Vic_INF_R3_00008_ch3_results_cell_1.npz,Vic,6,INF,920,274,3,215.3333333,687,177,3,170
3726,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_0.npz,Vic,6,INF,539,502,2,18.5,679,106,1,573
3893,CoV-FISH-10_Vero_6h_Vic_INF_R3_00001_ch3_results_cell_3.npz,Vic,6,INF,537,236,1,301,678,79,1,599
3945,CoV-FISH-10_Vero_6h_Vic_INF_R3_00005_ch3_results_cell_3.npz,Vic,6,INF,7934,474,17,438.8235294,675,157,2,259
3822,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_0.npz,Vic,6,INF,3255,1334,10,192.1,673,173,8,62.5
3730,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_4.npz,Vic,6,INF,117,117,0,,648,84,2,282
2524,CoV-FISH-10_Vero_6h_B117_INF_R2_00001_ch3_results_cell_0.npz,B117,6,INF,876,56,3,273.3333333,615,56,3,186.3333333
2722,CoV-FISH-10_Vero_6h_B117_INF_R3_00010_ch3_results_cell_6.npz,B117,6,INF,358,29,1,329,584,413,10,17.1
3747,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_1.npz,Vic,6,INF,2118,139,3,659.6666667,581,77,1,504
3923,CoV-FISH-10_Vero_6h_Vic_INF_R3_00003_ch3_results_cell_1.npz,Vic,6,INF,2539,755,5,356.8,577,65,1,512
3729,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_3.npz,Vic,6,INF,1181,122,2,529.5,569,87,1,482
4184,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00001_ch3_results_cell_2.npz,Vic,6,RDV,4761,1567,17,187.8823529,562,361,9,22.33333333
2930,CoV-FISH-10_Vero_6h_B117_RDV_R2_00003_ch3_results_cell_0.npz,B117,6,RDV,1667,1488,16,11.1875,533,437,14,6.857142857
3847,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_1.npz,Vic,6,INF,107,107,0,,521,77,1,444
3952,CoV-FISH-10_Vero_6h_Vic_INF_R3_00006_ch3_results_cell_0.npz,Vic,6,INF,313,313,0,,504,120,1,384
2677,CoV-FISH-10_Vero_6h_B117_INF_R3_00007_ch3_results_cell_1.npz,B117,6,INF,502,185,1,317,490,120,1,370
2703,CoV-FISH-10_Vero_6h_B117_INF_R3_00009_ch3_results_cell_5.npz,B117,6,INF,2290,2040,17,14.70588235,465,356,14,7.785714286
2574,CoV-FISH-10_Vero_6h_B117_INF_R2_00008_ch3_results_cell_0.npz,B117,6,INF,1049,1009,8,5,455,410,10,4.5
4424,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00008_ch3_results_cell_0.npz,Vic,6,RDV,3243,2535,25,28.32,443,360,9,9.222222222
3934,CoV-FISH-10_Vero_6h_Vic_INF_R3_00004_ch3_results_cell_2.npz,Vic,6,INF,347,104,1,243,439,64,2,187.5
4195,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00002_ch3_results_cell_1.npz,Vic,6,RDV,4918,1044,11,352.1818182,413,150,5,52.6
4301,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00009_ch3_results_cell_1.npz,Vic,6,RDV,473,116,7,51,412,106,9,34
4253,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00006_ch3_results_cell_1.npz,Vic,6,RDV,3403,3192,16,13.1875,411,340,11,6.454545455
2924,CoV-FISH-10_Vero_6h_B117_RDV_R2_00002_ch3_results_cell_4.npz,B117,6,RDV,35,35,0,,409,50,2,179.5
4211,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00003_ch3_results_cell_1.npz,Vic,6,RDV,6702,5395,37,35.32432432,404,285,13,9.153846154
3858,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_2.npz,Vic,6,INF,207,98,2,54.5,403,82,2,160.5
3997,CoV-FISH-10_Vero_6h_Vic_INF_R3_00010_ch3_results_cell_1.npz,Vic,6,INF,1148,162,4,246.5,370,157,5,42.6
3870,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_0.npz,Vic,6,INF,1634,80,2,777,357,41,1,316
3771,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_3.npz,Vic,6,INF,630,199,2,215.5,352,149,1,203
3908,CoV-FISH-10_Vero_6h_Vic_INF_R3_00002_ch3_results_cell_4.npz,Vic,6,INF,187,187,0,,347,347,1,0
2736,CoV-FISH-10_Vero_6h_B117_INF_R3_00011_ch3_results_cell_2.npz,B117,6,INF,137,48,1,89,347,77,5,54
4266,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00007_ch3_results_cell_2.npz,Vic,6,RDV,1811,1704,12,8.916666667,341,280,7,8.714285714
3768,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_0.npz,Vic,6,INF,1406,1192,4,53.5,325,109,1,216
4409,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00006_ch3_results_cell_3.npz,Vic,6,RDV,611,373,12,19.83333333,323,245,8,9.75
4161,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00009_ch3_results_cell_3.npz,Vic,6,RDV,1194,599,35,17,322,267,11,5
4308,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00009_ch3_results_cell_8.npz,Vic,6,RDV,1677,1392,12,23.75,313,227,8,10.75
4048,CoV-FISH-10_Vero_6h_Vic_INF_R3_00014_ch3_results_cell_6.npz,Vic,6,INF,986,499,2,243.5,304,304,0,
4391,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00005_ch3_results_cell_1.npz,Vic,6,RDV,1416,787,3,209.6666667,303,67,3,78.66666667
3862,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_6.npz,Vic,6,INF,68,68,0,,300,42,2,129
4323,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00010_ch3_results_cell_5.npz,Vic,6,RDV,1505,1323,12,15.16666667,293,227,7,9.428571429
3980,CoV-FISH-10_Vero_6h_Vic_INF_R3_00008_ch3_results_cell_2.npz,Vic,6,INF,995,181,4,203.5,291,115,1,176
3967,CoV-FISH-10_Vero_6h_Vic_INF_R3_00007_ch3_results_cell_1.npz,Vic,6,INF,1490,740,2,375,286,120,1,166
3780,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_2.npz,Vic,6,INF,447,102,2,172.5,275,77,4,49.5
3762,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_4.npz,Vic,6,INF,89,89,0,,274,60,1,214
4009,CoV-FISH-10_Vero_6h_Vic_INF_R3_00011_ch3_results_cell_5.npz,Vic,6,INF,1043,406,3,212.3333333,273,150,3,41
3846,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_0.npz,Vic,6,INF,3722,525,14,228.3571429,271,255,1,16
2994,CoV-FISH-10_Vero_6h_B117_RDV_R2_00010_ch3_results_cell_0.npz,B117,6,RDV,642,565,7,11,268,236,7,4.571428571
2922,CoV-FISH-10_Vero_6h_B117_RDV_R2_00002_ch3_results_cell_2.npz,B117,6,RDV,237,42,1,195,263,63,1,200
4407,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00006_ch3_results_cell_1.npz,Vic,6,RDV,436,266,5,34,254,144,5,22
2912,CoV-FISH-10_Vero_6h_B117_RDV_R2_00001_ch3_results_cell_0.npz,B117,6,RDV,206,17,1,189,253,31,2,111
4341,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_3.npz,Vic,6,RDV,517,299,7,31.14285714,244,112,7,18.85714286
4406,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00006_ch3_results_cell_0.npz,Vic,6,RDV,489,155,8,41.75,241,99,5,28.4
4362,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00003_ch3_results_cell_2.npz,Vic,6,RDV,848,721,11,11.54545455,240,197,9,4.777777778
4037,CoV-FISH-10_Vero_6h_Vic_INF_R3_00013_ch3_results_cell_1.npz,Vic,6,INF,786,724,7,8.857142857,237,218,5,3.8
3935,CoV-FISH-10_Vero_6h_Vic_INF_R3_00004_ch3_results_cell_3.npz,Vic,6,INF,169,169,0,,236,88,1,148
3932,CoV-FISH-10_Vero_6h_Vic_INF_R3_00004_ch3_results_cell_0.npz,Vic,6,INF,132,132,0,,234,97,1,137
3802,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_9.npz,Vic,6,INF,8203,1290,6,1152.166667,228,228,0,
2738,CoV-FISH-10_Vero_6h_B117_INF_R3_00011_ch3_results_cell_4.npz,B117,6,INF,1072,319,8,94.125,224,144,2,40
3739,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_3.npz,Vic,6,INF,56,56,0,,212,51,1,161
3834,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_2.npz,Vic,6,INF,1219,1103,6,19.33333333,208,208,0,
4457,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00010_ch3_results_cell_5.npz,Vic,6,RDV,428,327,8,12.625,208,198,3,3.333333333
2525,CoV-FISH-10_Vero_6h_B117_INF_R2_00001_ch3_results_cell_1.npz,B117,6,INF,324,45,1,279,204,44,2,80
2648,CoV-FISH-10_Vero_6h_B117_INF_R3_00003_ch3_results_cell_2.npz,B117,6,INF,1347,177,5,234,201,92,2,54.5
4429,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00008_ch3_results_cell_5.npz,Vic,6,RDV,314,176,4,34.5,200,116,8,10.5
3037,CoV-FISH-10_Vero_6h_B117_RDV_R3_00003_ch3_results_cell_3.npz,B117,6,RDV,32,32,0,,196,160,2,18
3419,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch3_results_cell_1.npz,Vic,6,INF,578,447,13,10.07692308,193,193,1,0
4305,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00009_ch3_results_cell_5.npz,Vic,6,RDV,345,130,5,43,193,59,5,26.8
3783,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_5.npz,Vic,6,INF,1966,579,11,126.0909091,192,192,0,
3076,CoV-FISH-10_Vero_6h_B117_RDV_R3_00008_ch3_results_cell_4.npz,B117,6,RDV,104,76,3,9.333333333,188,117,9,7.888888889
3969,CoV-FISH-10_Vero_6h_Vic_INF_R3_00007_ch3_results_cell_3.npz,Vic,6,INF,399,399,0,,187,137,1,50
3036,CoV-FISH-10_Vero_6h_B117_RDV_R3_00003_ch3_results_cell_2.npz,B117,6,RDV,228,89,3,46.33333333,187,92,3,31.66666667
3824,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_2.npz,Vic,6,INF,2739,711,13,156,184,87,1,97
4185,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00001_ch3_results_cell_3.npz,Vic,6,RDV,4983,664,25,172.76,174,112,3,20.66666667
2668,CoV-FISH-10_Vero_6h_B117_INF_R3_00006_ch3_results_cell_2.npz,B117,6,INF,358,227,2,65.5,174,75,2,49.5
2527,CoV-FISH-10_Vero_6h_B117_INF_R2_00001_ch3_results_cell_3.npz,B117,6,INF,7,7,0,,171,17,1,154
4379,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00004_ch3_results_cell_3.npz,Vic,6,RDV,664,40,1,624,167,29,1,138
4442,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00009_ch3_results_cell_0.npz,Vic,6,RDV,595,129,1,466,167,41,2,63
4331,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00001_ch3_results_cell_1.npz,Vic,6,RDV,1081,464,3,205.6666667,159,99,3,20
3072,CoV-FISH-10_Vero_6h_B117_RDV_R3_00008_ch3_results_cell_0.npz,B117,6,RDV,176,101,8,9.375,158,88,6,11.66666667
4007,CoV-FISH-10_Vero_6h_Vic_INF_R3_00011_ch3_results_cell_3.npz,Vic,6,INF,90,90,0,,156,76,1,80
4347,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_9.npz,Vic,6,RDV,322,198,3,41.33333333,147,130,1,17
4454,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00010_ch3_results_cell_2.npz,Vic,6,RDV,351,198,8,19.125,140,122,3,6
3028,CoV-FISH-10_Vero_6h_B117_RDV_R3_00002_ch3_results_cell_0.npz,B117,6,RDV,802,43,3,253,137,63,1,74
4010,CoV-FISH-10_Vero_6h_Vic_INF_R3_00011_ch3_results_cell_6.npz,Vic,6,INF,1386,156,4,307.5,134,59,2,37.5
2641,CoV-FISH-10_Vero_6h_B117_INF_R3_00002_ch3_results_cell_3.npz,B117,6,INF,127,109,2,9,134,111,2,11.5
2940,CoV-FISH-10_Vero_6h_B117_RDV_R2_00004_ch3_results_cell_0.npz,B117,6,RDV,329,286,9,4.777777778,133,126,3,2.333333333
2669,CoV-FISH-10_Vero_6h_B117_INF_R3_00006_ch3_results_cell_3.npz,B117,6,INF,548,54,3,164.6666667,127,49,2,39
4042,CoV-FISH-10_Vero_6h_Vic_INF_R3_00014_ch3_results_cell_0.npz,Vic,6,INF,191,191,0,,127,127,0,
2977,CoV-FISH-10_Vero_6h_B117_RDV_R2_00008_ch3_results_cell_1.npz,B117,6,RDV,664,63,4,150.25,124,71,1,53
2631,CoV-FISH-10_Vero_6h_B117_INF_R3_00001_ch3_results_cell_5.npz,B117,6,INF,639,262,5,75.4,124,124,0,
4038,CoV-FISH-10_Vero_6h_Vic_INF_R3_00013_ch3_results_cell_2.npz,Vic,6,INF,270,172,4,24.5,122,107,1,15
2691,CoV-FISH-10_Vero_6h_B117_INF_R3_00008_ch3_results_cell_1.npz,B117,6,INF,17,17,0,,122,43,1,79
3825,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_3.npz,Vic,6,INF,5354,709,30,154.8333333,119,112,1,7
3057,CoV-FISH-10_Vero_6h_B117_RDV_R3_00006_ch3_results_cell_1.npz,B117,6,RDV,136,96,4,10,119,88,5,6.2
2931,CoV-FISH-10_Vero_6h_B117_RDV_R2_00003_ch3_results_cell_1.npz,B117,6,RDV,81,56,1,25,119,74,3,15
4006,CoV-FISH-10_Vero_6h_Vic_INF_R3_00011_ch3_results_cell_2.npz,Vic,6,INF,65,65,0,,114,35,1,79
2706,CoV-FISH-10_Vero_6h_B117_INF_R3_00009_ch3_results_cell_8.npz,B117,6,INF,368,155,6,35.5,111,87,2,12
4346,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_8.npz,Vic,6,RDV,136,70,2,33,111,54,2,28.5
4456,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00010_ch3_results_cell_4.npz,Vic,6,RDV,207,107,4,25,110,80,3,10
3781,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_3.npz,Vic,6,INF,59,59,0,,106,36,1,70
3892,CoV-FISH-10_Vero_6h_Vic_INF_R3_00001_ch3_results_cell_2.npz,Vic,6,INF,377,354,2,11.5,104,104,0,
3881,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_1.npz,Vic,6,INF,355,145,1,210,104,94,1,10
3793,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_10.npz,Vic,6,INF,6397,655,5,1148.4,103,103,0,
4338,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_11.npz,Vic,6,RDV,390,322,3,22.66666667,103,85,1,18
4012,CoV-FISH-10_Vero_6h_Vic_INF_R3_00011_ch3_results_cell_8.npz,Vic,6,INF,2297,308,6,331.5,101,92,1,9
4426,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00008_ch3_results_cell_2.npz,Vic,6,RDV,113,113,0,,99,52,2,23.5
4320,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00010_ch3_results_cell_2.npz,Vic,6,RDV,236,136,5,20,98,72,4,6.5
3782,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_4.npz,Vic,6,INF,1258,455,5,160.6,96,96,0,
4430,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00008_ch3_results_cell_6.npz,Vic,6,RDV,151,91,1,60,95,43,2,26
2692,CoV-FISH-10_Vero_6h_B117_INF_R3_00008_ch3_results_cell_2.npz,B117,6,INF,19,19,0,,94,14,1,80
4319,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00010_ch3_results_cell_1.npz,Vic,6,RDV,111,111,0,,93,76,1,17
3102,CoV-FISH-10_Vero_6h_B117_RDV_R3_00010_ch3_results_cell_4.npz,B117,6,RDV,89,51,4,9.5,91,76,3,5
2680,CoV-FISH-10_Vero_6h_B117_INF_R3_00007_ch3_results_cell_4.npz,B117,6,INF,62,62,0,,91,91,0,
3066,CoV-FISH-10_Vero_6h_B117_RDV_R3_00007_ch3_results_cell_2.npz,B117,6,RDV,29,29,0,,90,73,3,5.666666667
3050,CoV-FISH-10_Vero_6h_B117_RDV_R3_00005_ch3_results_cell_2.npz,B117,6,RDV,94,65,4,7.25,89,89,1,0
2737,CoV-FISH-10_Vero_6h_B117_INF_R3_00011_ch3_results_cell_3.npz,B117,6,INF,146,23,1,123,87,28,1,59
4337,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_10.npz,Vic,6,RDV,144,78,2,33,86,62,1,24
3113,CoV-FISH-10_Vero_6h_B117_RDV_R3_00011_ch3_results_cell_1.npz,B117,6,RDV,34,26,1,8,85,83,1,2
3048,CoV-FISH-10_Vero_6h_B117_RDV_R3_00005_ch3_results_cell_0.npz,B117,6,RDV,113,87,5,5.2,83,63,3,6.666666667
4321,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00010_ch3_results_cell_3.npz,Vic,6,RDV,251,133,4,29.5,82,69,2,6.5
2640,CoV-FISH-10_Vero_6h_B117_INF_R3_00002_ch3_results_cell_2.npz,B117,6,INF,65,46,2,9.5,81,58,2,11.5
4182,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00001_ch3_results_cell_0.npz,Vic,6,RDV,639,639,0,,79,79,0,
4344,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00002_ch3_results_cell_6.npz,Vic,6,RDV,365,276,3,29.66666667,79,77,1,2
3056,CoV-FISH-10_Vero_6h_B117_RDV_R3_00006_ch3_results_cell_0.npz,B117,6,RDV,92,64,2,14,79,53,3,8.666666667
2628,CoV-FISH-10_Vero_6h_B117_INF_R3_00001_ch3_results_cell_2.npz,B117,6,INF,6,6,0,,79,23,1,56
4307,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00009_ch3_results_cell_7.npz,Vic,6,RDV,263,237,2,13,78,64,2,7
4212,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00003_ch3_results_cell_2.npz,Vic,6,RDV,238,124,4,28.5,77,61,2,8
3861,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_5.npz,Vic,6,INF,108,108,0,,77,77,0,
3059,CoV-FISH-10_Vero_6h_B117_RDV_R3_00006_ch3_results_cell_3.npz,B117,6,RDV,90,52,3,12.66666667,77,53,2,12
3794,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_1.npz,Vic,6,INF,1782,549,3,411,74,74,0,
2720,CoV-FISH-10_Vero_6h_B117_INF_R3_00010_ch3_results_cell_4.npz,B117,6,INF,1298,149,6,191.5,74,63,1,11
3012,CoV-FISH-10_Vero_6h_B117_RDV_R2_00011_ch3_results_cell_4.npz,B117,6,RDV,168,132,4,9,74,61,3,4.333333333
2670,CoV-FISH-10_Vero_6h_B117_INF_R3_00006_ch3_results_cell_4.npz,B117,6,INF,189,12,1,177,73,24,1,49
3275,CoV-FISH-10_Vero_6h_MOCK_R3_00001_ch3_results_cell_3.npz,None,6,MOCK,32,29,1,3,73,73,1,0
4444,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00009_ch3_results_cell_2.npz,Vic,6,RDV,482,64,1,418,72,61,1,11
4420,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00007_ch3_results_cell_0.npz,Vic,6,RDV,289,91,1,198,72,14,1,58
2921,CoV-FISH-10_Vero_6h_B117_RDV_R2_00002_ch3_results_cell_1.npz,B117,6,RDV,109,109,0,,72,72,0,
4425,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00008_ch3_results_cell_1.npz,Vic,6,RDV,222,177,3,15,71,71,0,
3065,CoV-FISH-10_Vero_6h_B117_RDV_R3_00007_ch3_results_cell_1.npz,B117,6,RDV,193,145,7,6.857142857,71,63,1,8
3797,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_4.npz,Vic,6,INF,2647,161,2,1243,70,70,0,
2920,CoV-FISH-10_Vero_6h_B117_RDV_R2_00002_ch3_results_cell_0.npz,B117,6,RDV,40,40,0,,70,70,0,
4214,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00003_ch3_results_cell_4.npz,Vic,6,RDV,398,311,3,29,69,63,1,6
3859,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_3.npz,Vic,6,INF,203,109,1,94,69,69,0,
3968,CoV-FISH-10_Vero_6h_Vic_INF_R3_00007_ch3_results_cell_2.npz,Vic,6,INF,23,23,0,,69,18,1,51
2667,CoV-FISH-10_Vero_6h_B117_INF_R3_00006_ch3_results_cell_1.npz,B117,6,INF,200,32,2,84,68,25,1,43
3058,CoV-FISH-10_Vero_6h_B117_RDV_R3_00006_ch3_results_cell_2.npz,B117,6,RDV,134,107,3,9,65,56,2,4.5
2988,CoV-FISH-10_Vero_6h_B117_RDV_R2_00009_ch3_results_cell_2.npz,B117,6,RDV,259,62,4,49.25,63,40,1,23
4043,CoV-FISH-10_Vero_6h_Vic_INF_R3_00014_ch3_results_cell_1.npz,Vic,6,INF,108,108,0,,63,63,0,
3013,CoV-FISH-10_Vero_6h_B117_RDV_R2_00011_ch3_results_cell_5.npz,B117,6,RDV,92,63,2,14.5,62,58,1,4
3064,CoV-FISH-10_Vero_6h_B117_RDV_R3_00007_ch3_results_cell_0.npz,B117,6,RDV,58,54,1,4,62,58,1,4
4458,CoV-FISH-10_Vero_6h_Vic_RDV_R3_00010_ch3_results_cell_6.npz,Vic,6,RDV,115,82,1,33,61,61,0,
4322,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00010_ch3_results_cell_4.npz,Vic,6,RDV,108,97,1,11,61,61,0,
2953,CoV-FISH-10_Vero_6h_B117_RDV_R2_00006_ch3_results_cell_5.npz,B117,6,RDV,44,41,1,3,61,57,3,1.333333333
2999,CoV-FISH-10_Vero_6h_B117_RDV_R2_00010_ch3_results_cell_5.npz,B117,6,RDV,195,82,7,16.14285714,60,54,1,6
3749,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_3.npz,Vic,6,INF,128,128,0,,60,60,0,
3104,CoV-FISH-10_Vero_6h_B117_RDV_R3_00010_ch3_results_cell_6.npz,B117,6,RDV,80,71,3,3,60,60,1,0
2562,CoV-FISH-10_Vero_6h_B117_INF_R2_00006_ch3_results_cell_2.npz,B117,6,INF,333,27,1,306,59,59,0,
4210,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00003_ch3_results_cell_0.npz,Vic,6,RDV,316,244,3,24,59,57,1,2
2915,CoV-FISH-10_Vero_6h_B117_RDV_R2_00001_ch3_results_cell_3.npz,B117,6,RDV,298,166,1,132,59,59,0,
4285,CoV-FISH-10_Vero_6h_Vic_RDV_R2_00008_ch3_results_cell_1.npz,Vic,6,RDV,108,98,1,10,59,59,0,
